customerID,gender,SeniorCitizen,Partner,Dependents,tenure,InternetService,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-00940,Female,0,No,Yes,16,DSL,No,Month-to-month,No,Bank transfer (automatic),52.75,921.56,No
CUST-00941,Female,1,No,No,59,Fiber optic,No,Two year,Yes,Electronic check,55.77,3182.13,No
CUST-00942,Male,0,Yes,Yes,21,No,No internet service,Month-to-month,Yes,Electronic check,18.0,659.71,No
CUST-00943,Female,1,Yes,No,15,Fiber optic,Yes,Month-to-month,Yes,Bank transfer (automatic),64.84,1306.1,No
CUST-00944,Male,1,No,Yes,6,DSL,No,One year,Yes,Mailed check,56.1,311.04,No
CUST-00945,Male,1,Yes,No,50,Fiber optic,Yes,Two year,Yes,Mailed check,67.77,3188.7,No
CUST-00946,Male,0,Yes,No,1,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic),60.17,138.62,Yes
CUST-00947,Female,0,No,No,58,DSL,No,Month-to-month,Yes,Credit card (automatic),47.3,2995.25,No
CUST-00948,Male,0,Yes,No,71,Fiber optic,No,Month-to-month,Yes,Mailed check,75.09,5173.92,No
CUST-00949,Female,0,Yes,Yes,8,No,No internet service,Month-to-month,No,Electronic check,18.0,371.77,No
CUST-00950,Male,1,No,Yes,7,Fiber optic,No,Month-to-month,No,Mailed check,67.4,249.92,Yes
CUST-00951,Male,0,No,Yes,68,Fiber optic,Yes,Month-to-month,No,Electronic check,62.05,4044.9,No
CUST-00952,Male,0,No,Yes,9,Fiber optic,Yes,Two year,Yes,Electronic check,79.23,750.15,No
CUST-00953,Female,0,No,No,29,Fiber optic,No,One year,Yes,Mailed check,74.24,2274.97,No
CUST-00954,Male,0,Yes,Yes,63,DSL,Yes,Two year,Yes,Electronic check,41.7,2619.13,No
CUST-00955,Female,0,Yes,No,10,Fiber optic,Yes,Two year,Yes,Electronic check,70.79,761.83,No
CUST-00956,Female,0,No,Yes,48,Fiber optic,No,Two year,Yes,Bank transfer (automatic),60.22,3023.09,No
CUST-00957,Male,1,Yes,No,27,DSL,No,One year,No,Credit card (automatic),33.58,1053.08,No
CUST-00958,Female,0,Yes,No,31,DSL,No,Month-to-month,Yes,Electronic check,47.1,1385.42,No
CUST-00959,Female,0,Yes,No,67,No,No internet service,Two year,Yes,Bank transfer (automatic),25.84,1627.67,No
CUST-00960,Male,0,No,No,47,DSL,No,Month-to-month,Yes,Credit card (automatic),37.67,1896.92,No
CUST-00961,Male,1,Yes,No,23,DSL,Yes,Month-to-month,Yes,Electronic check,30.96,766.59,Yes
CUST-00962,Male,0,No,No,68,DSL,No,Month-to-month,Yes,Bank transfer (automatic),23.0,1634.65,No
CUST-00963,Female,0,Yes,No,42,DSL,Yes,Month-to-month,No,Electronic check,72.41,2961.88,No
CUST-00964,Male,0,No,No,7,No,No internet service,Month-to-month,No,Credit card (automatic),18.0,202.57,No
CUST-00965,Female,1,Yes,Yes,28,Fiber optic,No,One year,No,Electronic check,81.89,2161.58,No
CUST-00966,Female,0,Yes,No,17,Fiber optic,Yes,Month-to-month,No,Electronic check,82.95,1439.82,Yes
CUST-00967,Female,0,No,Yes,46,Fiber optic,No,Month-to-month,Yes,Credit card (automatic),71.73,3312.99,No
CUST-00968,Male,1,No,Yes,62,Fiber optic,Yes,Month-to-month,No,Bank transfer (automatic),65.41,4069.66,No
CUST-00969,Female,0,Yes,No,2,Fiber optic,No,Two year,No,Electronic check,87.64,269.02,Yes
CUST-00970,Male,0,Yes,Yes,56,No,No internet service,Month-to-month,Yes,Credit card (automatic),29.0,1501.58,No
CUST-00971,Male,0,Yes,No,66,Fiber optic,No,Month-to-month,No,Credit card (automatic),62.14,4182.47,No
CUST-00972,Male,0,Yes,No,72,Fiber optic,Yes,One year,No,Mailed check,65.6,4725.68,No
CUST-00973,Male,0,No,No,48,Fiber optic,Yes,Two year,No,Electronic check,49.41,2276.69,No
CUST-00974,Male,0,Yes,No,22,No,No internet service,Month-to-month,Yes,Electronic check,28.06,458.7,No
CUST-00975,Male,0,No,No,10,DSL,No,One year,Yes,Credit card (automatic),66.62,892.84,Yes
CUST-00976,Male,0,Yes,No,68,Fiber optic,No,Month-to-month,No,Electronic check,83.52,5671.03,No
CUST-00977,Male,0,No,Yes,30,Fiber optic,Yes,Two year,No,Electronic check,60.08,1759.8,No
CUST-00978,Female,0,Yes,Yes,25,Fiber optic,Yes,One year,Yes,Electronic check,55.4,1247.76,No
CUST-00979,Male,0,Yes,No,53,No,No internet service,One year,Yes,Electronic check,20.81,1233.57,No
CUST-00980,Female,1,Yes,No,52,Fiber optic,Yes,Month-to-month,Yes,Mailed check,64.82,3491.97,No
CUST-00981,Female,0,No,Yes,59,DSL,No,One year,Yes,Mailed check,45.73,2796.29,No
CUST-00982,Female,0,No,No,64,Fiber optic,Yes,Month-to-month,No,Electronic check,82.37,5264.36,Yes
CUST-00983,Female,0,No,No,64,No,No internet service,Month-to-month,Yes,Electronic check,30.57,2046.63,No
CUST-00984,Female,0,Yes,Yes,12,Fiber optic,No,One year,Yes,Electronic check,62.95,656.54,No
CUST-00985,Female,0,Yes,Yes,12,No,No internet service,One year,No,Electronic check,18.0,242.11,No
CUST-00986,Female,0,Yes,No,15,No,No internet service,Month-to-month,Yes,Electronic check,18.0,263.48,Yes
CUST-00987,Female,0,Yes,Yes,45,No,No internet service,Two year,No,Bank transfer (automatic),30.93,1423.9,No
CUST-00988,Male,0,No,Yes,42,DSL,Yes,Month-to-month,Yes,Electronic check,51.1,1928.62,Yes
CUST-00989,Male,0,No,No,62,Fiber optic,No,One year,Yes,Electronic check,70.43,4591.02,No
CUST-00990,Female,0,No,No,61,No,No internet service,Month-to-month,No,Bank transfer (automatic),25.05,1722.27,No
CUST-00991,Male,0,No,No,59,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,924.0,No
CUST-00992,Female,1,Yes,No,5,DSL,Yes,Two year,Yes,Bank transfer (automatic),40.31,270.83,No
CUST-00993,Male,0,Yes,No,50,DSL,No,Month-to-month,Yes,Credit card (automatic),62.58,2950.56,No
CUST-00994,Male,0,No,No,62,DSL,Yes,Two year,No,Electronic check,53.06,3299.78,No
CUST-00995,Female,0,Yes,No,71,Fiber optic,No,Month-to-month,Yes,Electronic check,62.07,4143.48,No
CUST-00996,Female,0,Yes,No,25,No,No internet service,One year,Yes,Electronic check,18.0,414.94,Yes
CUST-00997,Female,0,No,No,56,Fiber optic,Yes,Month-to-month,Yes,Electronic check,75.42,4164.99,Yes
CUST-00998,Male,0,No,No,29,DSL,No,One year,No,Credit card (automatic),52.53,1662.18,No
CUST-00999,Female,0,No,No,11,DSL,No,Two year,Yes,Bank transfer (automatic),47.27,720.19,No
CUST-01000,Female,0,Yes,Yes,24,No,No internet service,Month-to-month,No,Credit card (automatic),28.19,879.48,No
CUST-01001,Female,0,No,No,18,DSL,No,Month-to-month,No,Credit card (automatic),34.86,766.47,No
CUST-01002,Female,0,Yes,No,66,DSL,Yes,One year,No,Credit card (automatic),64.99,4299.23,No
CUST-01003,Female,1,Yes,No,12,DSL,Yes,One year,Yes,Mailed check,44.43,579.76,No
CUST-01004,Female,0,Yes,Yes,9,No,No internet service,Month-to-month,Yes,Credit card (automatic),27.24,291.17,Yes
CUST-01005,Male,1,No,No,42,Fiber optic,No,One year,No,Mailed check,67.69,2701.34,No
CUST-01006,Female,0,No,No,41,DSL,No,One year,No,Electronic check,51.03,2229.74,No
CUST-01007,Female,1,No,No,40,DSL,No,One year,No,Mailed check,18.0,802.81,No
CUST-01008,Female,0,Yes,No,10,No,No internet service,Month-to-month,No,Credit card (automatic),18.34,271.78,No
CUST-01009,Female,0,No,Yes,36,Fiber optic,No,Month-to-month,Yes,Credit card (automatic),64.42,2045.34,Yes
CUST-01010,Female,0,Yes,Yes,67,Fiber optic,No,Two year,Yes,Mailed check,70.91,4805.3,No
CUST-01011,Male,0,No,No,6,DSL,No,One year,No,Credit card (automatic),56.06,457.04,No
CUST-01012,Female,1,Yes,Yes,58,DSL,No,Month-to-month,Yes,Mailed check,44.22,2562.93,No
CUST-01013,Male,0,Yes,No,9,No,No internet service,Two year,No,Bank transfer (automatic),18.0,101.91,No
CUST-01014,Male,0,No,Yes,17,Fiber optic,Yes,Month-to-month,No,Electronic check,64.93,940.32,No
CUST-01015,Female,0,Yes,No,65,Fiber optic,Yes,Month-to-month,Yes,Electronic check,65.26,4069.8,No
CUST-01016,Female,1,No,No,21,No,No internet service,One year,Yes,Electronic check,18.0,396.52,No
CUST-01017,Male,0,Yes,Yes,38,Fiber optic,Yes,One year,No,Credit card (automatic),68.57,2577.49,Yes
CUST-01018,Male,0,No,No,27,No,No internet service,Two year,No,Credit card (automatic),27.65,716.7,No
CUST-01019,Male,1,Yes,No,44,DSL,No,One year,Yes,Electronic check,48.64,2323.63,Yes
CUST-01020,Male,1,Yes,Yes,29,DSL,No,Month-to-month,Yes,Electronic check,39.95,1007.84,Yes
CUST-01021,Male,0,Yes,No,32,No,No internet service,Month-to-month,No,Electronic check,18.0,534.52,No
CUST-01022,Male,0,Yes,No,59,No,No internet service,Month-to-month,No,Bank transfer (automatic),25.44,1704.25,No
CUST-01023,Female,1,No,No,40,Fiber optic,No,Two year,No,Mailed check,76.67,3029.35,Yes
CUST-01024,Female,0,Yes,No,41,Fiber optic,No,Month-to-month,Yes,Mailed check,60.01,2468.36,No
CUST-01025,Female,0,Yes,No,58,No,No internet service,Month-to-month,Yes,Electronic check,18.0,1022.99,No
CUST-01026,Male,0,No,Yes,31,Fiber optic,Yes,Month-to-month,Yes,Electronic check,71.99,2316.38,No
CUST-01027,Male,0,Yes,Yes,60,DSL,Yes,Month-to-month,No,Credit card (automatic),39.16,2102.99,No
CUST-01028,Male,0,No,No,52,Fiber optic,Yes,Month-to-month,Yes,Bank transfer (automatic),71.74,3706.08,No
CUST-01029,Female,0,No,No,64,Fiber optic,No,One year,Yes,Electronic check,54.14,3471.49,No
CUST-01030,Male,0,Yes,No,33,Fiber optic,No,Month-to-month,Yes,Electronic check,74.29,2331.79,Yes
CUST-01031,Male,0,No,Yes,40,No,No internet service,Two year,Yes,Electronic check,36.16,1487.63,No
CUST-01032,Male,0,Yes,No,9,Fiber optic,Yes,Two year,Yes,Electronic check,66.83,695.84,No
CUST-01033,Female,0,Yes,No,8,DSL,No,Month-to-month,No,Electronic check,20.2,215.83,No
CUST-01034,Male,0,Yes,Yes,7,DSL,No,Two year,Yes,Bank transfer (automatic),40.06,493.93,Yes
CUST-01035,Male,0,No,No,46,No,No internet service,Month-to-month,No,Electronic check,18.0,776.0,No
CUST-01036,Female,0,No,No,23,DSL,No,Month-to-month,Yes,Mailed check,18.0,473.83,Yes
CUST-01037,Female,0,No,Yes,21,No,No internet service,Month-to-month,No,Mailed check,30.25,692.38,No
CUST-01038,Male,0,No,No,44,DSL,No,One year,Yes,Electronic check,42.97,1862.41,No
CUST-01039,Male,1,Yes,Yes,29,Fiber optic,No,One year,Yes,Mailed check,77.34,2378.87,No
CUST-01040,Female,0,No,No,9,No,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,196.59,No
CUST-01041,Female,1,No,Yes,40,Fiber optic,Yes,One year,No,Electronic check,67.49,2555.47,No
CUST-01042,Female,0,No,Yes,40,No,No internet service,One year,No,Credit card (automatic),18.0,810.07,No
CUST-01043,Male,0,No,Yes,10,DSL,Yes,One year,No,Electronic check,56.14,501.48,Yes
CUST-01044,Male,1,No,Yes,19,Fiber optic,Yes,Month-to-month,Yes,Electronic check,88.18,1636.69,No
CUST-01045,Female,1,Yes,Yes,17,Fiber optic,No,Two year,Yes,Electronic check,71.53,1186.17,Yes
CUST-01046,Male,0,No,No,50,No,No internet service,One year,No,Bank transfer (automatic),18.0,988.23,No
CUST-01047,Male,0,No,Yes,18,DSL,Yes,Month-to-month,Yes,Mailed check,52.65,1077.18,Yes
CUST-01048,Female,0,No,Yes,2,DSL,Yes,Two year,No,Bank transfer (automatic),50.29,81.44,Yes
CUST-01049,Female,0,Yes,Yes,19,Fiber optic,No,Month-to-month,No,Electronic check,53.69,994.09,No
CUST-01050,Male,0,No,No,34,No,No internet service,One year,No,Bank transfer (automatic),29.27,749.52,No
CUST-01051,Female,1,Yes,Yes,56,No,No internet service,One year,Yes,Electronic check,25.55,1345.62,No
CUST-01052,Male,0,No,No,3,No,No internet service,Month-to-month,Yes,Electronic check,18.09,0.0,Yes
CUST-01053,Female,0,No,No,64,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic),59.47,3843.42,No
CUST-01054,Female,0,Yes,No,24,Fiber optic,Yes,One year,No,Electronic check,66.99,1594.91,No
CUST-01055,Male,0,No,Yes,25,No,No internet service,Two year,No,Mailed check,18.0,340.94,No
CUST-01056,Female,0,Yes,No,1,No,No internet service,Two year,Yes,Bank transfer (automatic),18.0,36.32,Yes
CUST-01057,Male,0,No,No,20,No,No internet service,One year,No,Bank transfer (automatic),18.0,351.88,No
CUST-01058,Female,0,No,Yes,34,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,307.15,No
CUST-01059,Male,0,Yes,No,45,No,No internet service,Month-to-month,Yes,Electronic check,26.48,1324.55,No
CUST-01060,Male,0,No,No,55,DSL,No,One year,Yes,Electronic check,50.14,2879.01,No
CUST-01061,Female,0,Yes,No,38,DSL,Yes,Month-to-month,No,Mailed check,31.93,1184.79,No
CUST-01062,Female,1,No,No,7,No,No internet service,One year,Yes,Electronic check,22.56,200.23,Yes
CUST-01063,Male,0,No,No,28,Fiber optic,Yes,Month-to-month,Yes,Electronic check,71.73,1969.41,No
CUST-01064,Female,0,Yes,Yes,53,DSL,Yes,Month-to-month,Yes,Mailed check,48.61,2383.8,No
CUST-01065,Female,0,No,No,46,Fiber optic,No,One year,Yes,Mailed check,65.47,3271.27,No
CUST-01066,Male,0,No,Yes,42,Fiber optic,No,One year,Yes,Mailed check,63.02,2736.81,No
CUST-01067,Female,0,No,Yes,37,No,No internet service,One year,Yes,Electronic check,18.0,778.87,Yes
CUST-01068,Female,0,No,Yes,36,No,No internet service,Month-to-month,No,Electronic check,18.0,613.85,No
CUST-01069,Male,0,No,No,72,DSL,Yes,Two year,No,Electronic check,58.15,4321.92,No
CUST-01070,Male,1,No,No,43,Fiber optic,Yes,Month-to-month,Yes,Electronic check,53.65,2142.52,No
CUST-01071,Female,0,Yes,No,43,DSL,Yes,One year,No,Credit card (automatic),47.52,2013.9,No
CUST-01072,Male,0,Yes,No,24,No,No internet service,One year,No,Electronic check,18.0,520.78,No
CUST-01073,Female,0,No,No,35,DSL,No,Month-to-month,No,Electronic check,41.27,1369.23,No
CUST-01074,Female,1,Yes,No,51,Fiber optic,No,One year,Yes,Credit card (automatic),71.63,3762.42,No
CUST-01075,Male,1,No,No,62,Fiber optic,No,One year,No,Mailed check,81.09,5064.03,No
CUST-01076,Male,0,Yes,Yes,56,Fiber optic,No,Month-to-month,Yes,Electronic check,41.98,2376.03,No
CUST-01077,Female,0,No,No,48,Fiber optic,No,One year,Yes,Bank transfer (automatic),57.9,2692.79,No
CUST-01078,Male,0,No,No,56,Fiber optic,No,Month-to-month,No,Bank transfer (automatic),76.88,4353.81,Yes
CUST-01079,Male,0,Yes,No,2,Fiber optic,No,Two year,Yes,Credit card (automatic),59.24,350.39,No
CUST-01080,Female,0,Yes,No,19,DSL,No,Month-to-month,No,Credit card (automatic),35.43,694.2,No
CUST-01081,Female,0,Yes,No,17,Fiber optic,No,Month-to-month,No,Bank transfer (automatic),67.73,1218.13,No
CUST-01082,Female,0,No,Yes,47,Fiber optic,Yes,One year,Yes,Electronic check,63.98,3091.48,No
CUST-01083,Female,0,No,No,54,DSL,No,Month-to-month,Yes,Mailed check,44.14,2246.23,No
CUST-01084,Female,0,Yes,No,10,Fiber optic,Yes,Two year,No,Electronic check,77.37,757.79,Yes
CUST-01085,Male,0,No,No,14,DSL,Yes,Month-to-month,Yes,Mailed check,43.98,596.16,No
CUST-01086,Female,0,Yes,Yes,36,No,No internet service,Month-to-month,No,Credit card (automatic),38.78,1141.09,No
CUST-01087,Female,0,Yes,Yes,70,DSL,Yes,Month-to-month,No,Electronic check,33.29,2424.98,No
CUST-01088,Female,0,Yes,No,0,Fiber optic,Yes,Month-to-month,Yes,Credit card (automatic),71.42,0.0,Yes
CUST-01089,Female,0,Yes,No,64,DSL,Yes,Month-to-month,Yes,Mailed check,57.34,3751.32,No
CUST-01090,Male,0,No,No,14,Fiber optic,No,Month-to-month,No,Electronic check,75.88,971.36,Yes
CUST-01091,Female,0,No,No,19,DSL,No,Month-to-month,No,Credit card (automatic),52.17,1236.28,No
CUST-01092,Male,0,No,Yes,46,Fiber optic,No,Month-to-month,Yes,Mailed check,68.04,3096.41,No
CUST-01093,Female,0,No,Yes,53,DSL,No,Month-to-month,Yes,Mailed check,55.15,3153.49,No
CUST-01094,Male,0,Yes,No,63,Fiber optic,Yes,Month-to-month,Yes,Mailed check,79.08,4961.31,No
CUST-01095,Male,0,Yes,Yes,0,Fiber optic,No,Month-to-month,No,Electronic check,79.22,0.0,No
CUST-01096,Male,0,No,No,3,No,No internet service,Month-to-month,Yes,Electronic check,35.04,293.11,No
CUST-01097,Female,0,No,No,34,Fiber optic,Yes,Month-to-month,Yes,Bank transfer (automatic),67.95,2200.19,Yes
CUST-01098,Female,0,No,No,40,Fiber optic,No,Month-to-month,Yes,Credit card (automatic),51.01,2046.39,No
CUST-01099,Male,0,No,No,19,No,No internet service,Month-to-month,No,Bank transfer (automatic),27.23,582.11,No
CUST-01100,Male,0,No,Yes,46,DSL,Yes,Month-to-month,Yes,Credit card (automatic),42.88,2020.93,No
CUST-01101,Male,0,No,Yes,19,Fiber optic,No,Two year,No,Credit card (automatic),73.27,1397.29,No
CUST-01102,Male,0,No,No,68,Fiber optic,Yes,Month-to-month,Yes,Electronic check,77.23,5240.32,No
CUST-01103,Female,0,No,No,12,Fiber optic,No,Month-to-month,No,Bank transfer (automatic),57.63,793.13,Yes
CUST-01104,Male,0,Yes,Yes,47,DSL,No,One year,Yes,Bank transfer (automatic),45.67,2167.7,No
CUST-01105,Male,0,Yes,Yes,38,Fiber optic,Yes,Month-to-month,No,Mailed check,75.82,2997.13,No
CUST-01106,Male,1,No,Yes,7,Fiber optic,No,Month-to-month,No,Mailed check,67.76,521.35,Yes
CUST-01107,Male,0,Yes,No,44,Fiber optic,No,One year,Yes,Bank transfer (automatic),63.35,2865.42,No
CUST-01108,Female,0,No,No,10,DSL,Yes,One year,Yes,Credit card (automatic),19.5,331.03,No
CUST-01109,Female,0,No,No,39,Fiber optic,No,Two year,Yes,Credit card (automatic),81.67,3147.92,Yes
CUST-01110,Male,0,Yes,No,46,No,No internet service,Two year,Yes,Mailed check,18.0,960.77,No
CUST-01111,Female,0,Yes,Yes,5,DSL,No,One year,No,Credit card (automatic),37.36,167.98,No
CUST-01112,Male,0,No,No,15,Fiber optic,No,One year,Yes,Mailed check,68.76,863.32,No
CUST-01113,Male,0,No,Yes,21,No,No internet service,Month-to-month,No,Credit card (automatic),25.02,485.92,Yes
CUST-01114,Male,0,Yes,No,67,No,No internet service,Two year,Yes,Bank transfer (automatic),18.0,1119.28,No
CUST-01115,Male,0,No,Yes,16,DSL,No,Month-to-month,No,Credit card (automatic),53.06,894.0,Yes
CUST-01116,Male,0,Yes,No,67,Fiber optic,Yes,Month-to-month,No,Credit card (automatic),65.6,4360.91,No
CUST-01117,Female,0,Yes,Yes,38,DSL,No,Month-to-month,No,Electronic check,51.61,1976.52,No
CUST-01118,Female,0,Yes,No,69,No,No internet service,One year,Yes,Credit card (automatic),22.82,1696.29,No
CUST-01119,Female,1,No,Yes,60,Fiber optic,No,Month-to-month,No,Bank transfer (automatic),55.34,3498.69,No
CUST-01120,Male,0,No,No,21,Fiber optic,No,Two year,No,Electronic check,70.71,1520.03,No
CUST-01121,Male,0,No,Yes,40,DSL,No,Month-to-month,Yes,Electronic check,65.84,2763.88,Yes
CUST-01122,Male,0,Yes,No,52,Fiber optic,No,Two year,No,Bank transfer (automatic),68.71,3551.66,No
CUST-01123,Male,0,No,No,5,DSL,No,Month-to-month,No,Electronic check,66.83,146.57,No
CUST-01124,Male,0,No,Yes,48,Fiber optic,Yes,One year,Yes,Electronic check,64.95,2976.08,No
CUST-01125,Female,0,Yes,Yes,33,Fiber optic,No,Month-to-month,Yes,Mailed check,61.97,2021.52,Yes
CUST-01126,Female,0,Yes,No,2,Fiber optic,Yes,Month-to-month,Yes,Electronic check,76.08,247.63,Yes
CUST-01127,Female,0,Yes,No,63,No,No internet service,Month-to-month,Yes,Mailed check,22.05,1366.01,Yes
CUST-01128,Female,0,No,No,19,DSL,Yes,Month-to-month,No,Credit card (automatic),34.43,796.48,No
CUST-01129,Female,0,Yes,Yes,63,DSL,No,Month-to-month,No,Electronic check,41.93,2861.39,No
CUST-01130,Female,0,Yes,No,15,Fiber optic,No,One year,Yes,Bank transfer (automatic),65.44,875.01,Yes
CUST-01131,Male,0,No,Yes,39,Fiber optic,No,Month-to-month,Yes,Electronic check,83.43,3508.75,Yes
CUST-01132,Female,0,No,Yes,27,DSL,No,One year,Yes,Credit card (automatic),68.71,1659.0,No
CUST-01133,Female,0,No,No,65,Fiber optic,No,One year,Yes,Mailed check,82.05,5555.11,No
CUST-01134,Female,0,No,No,69,Fiber optic,Yes,Month-to-month,No,Credit card (automatic),74.88,5162.7,Yes
CUST-01135,Female,0,Yes,Yes,56,Fiber optic,Yes,Two year,No,Bank transfer (automatic),69.94,3888.7,Yes
CUST-01136,Male,0,No,No,61,Fiber optic,Yes,One year,Yes,Credit card (automatic),72.53,4423.37,No
CUST-01137,Female,0,Yes,No,56,DSL,No,One year,Yes,Mailed check,36.21,1931.76,No
CUST-01138,Male,1,Yes,No,21,DSL,Yes,One year,No,Mailed check,51.38,1259.17,No
CUST-01139,Female,0,No,Yes,67,Fiber optic,No,One year,Yes,Electronic check,80.06,5280.98,No
CUST-01140,Female,0,Yes,No,38,Fiber optic,Yes,Two year,Yes,Mailed check,76.01,2820.64,No
CUST-01141,Female,0,Yes,No,25,Fiber optic,No,Month-to-month,No,Mailed check,77.63,1775.24,No
CUST-01142,Male,1,No,No,14,No,No internet service,Month-to-month,No,Bank transfer (automatic),18.0,164.32,No
CUST-01143,Female,0,Yes,Yes,51,DSL,No,One year,No,Electronic check,26.06,1245.03,No
CUST-01144,Female,0,Yes,No,20,Fiber optic,Yes,Month-to-month,Yes,Mailed check,55.01,1008.12,Yes
CUST-01145,Male,1,No,No,47,Fiber optic,No,One year,No,Mailed check,70.86,3309.34,No
CUST-01146,Male,0,No,No,4,DSL,Yes,Month-to-month,No,Bank transfer (automatic),51.67,72.91,No
CUST-01147,Female,1,No,No,46,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,1019.34,No
CUST-01148,Female,0,Yes,No,46,No,No internet service,Two year,Yes,Mailed check,18.0,809.66,No
CUST-01149,Female,0,No,No,38,DSL,No,Month-to-month,Yes,Mailed check,40.86,1597.56,No
CUST-01150,Female,0,No,No,47,No,No internet service,Month-to-month,Yes,Mailed check,32.64,1637.49,No
CUST-01151,Male,0,Yes,Yes,72,DSL,No,One year,No,Bank transfer (automatic),40.75,3176.99,No
CUST-01152,Female,1,Yes,Yes,61,No,No internet service,One year,No,Credit card (automatic),38.49,2457.08,No
CUST-01153,Male,0,Yes,No,32,No,No internet service,Two year,Yes,Electronic check,19.88,606.42,No
CUST-01154,Female,1,No,No,63,DSL,No,Month-to-month,Yes,Electronic check,53.88,3265.71,Yes
CUST-01155,Male,0,Yes,No,69,Fiber optic,Yes,Two year,Yes,Bank transfer (automatic),80.79,5615.08,No
CUST-01156,Female,0,No,No,11,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),81.67,1025.85,Yes
CUST-01157,Male,1,No,No,26,DSL,Yes,Two year,Yes,Electronic check,46.33,1221.61,No
CUST-01158,Female,0,Yes,No,54,Fiber optic,Yes,Month-to-month,No,Mailed check,75.14,4065.39,No
CUST-01159,Male,1,No,No,37,Fiber optic,Yes,Month-to-month,No,Electronic check,89.98,3354.88,Yes
CUST-01160,Male,0,Yes,No,9,DSL,No,Month-to-month,No,Bank transfer (automatic),34.3,84.33,No
CUST-01161,Female,0,Yes,Yes,34,DSL,Yes,One year,Yes,Electronic check,37.53,1293.6,No
CUST-01162,Male,0,No,No,27,DSL,No,Month-to-month,No,Bank transfer (automatic),43.95,1274.52,No
CUST-01163,Female,0,Yes,No,53,Fiber optic,Yes,Month-to-month,No,Bank transfer (automatic),58.44,3091.84,No
CUST-01164,Female,0,No,Yes,37,Fiber optic,No,One year,Yes,Credit card (automatic),69.3,2698.92,No
CUST-01165,Female,0,No,No,10,Fiber optic,Yes,Month-to-month,Yes,Credit card (automatic),66.29,801.73,No
CUST-01166,Male,0,Yes,No,3,DSL,Yes,Month-to-month,Yes,Mailed check,52.56,97.21,No
CUST-01167,Male,0,Yes,No,20,DSL,No,Month-to-month,Yes,Bank transfer (automatic),50.81,1069.21,No
CUST-01168,Male,1,Yes,No,11,Fiber optic,No,Two year,No,Bank transfer (automatic),91.55,1012.18,Yes
CUST-01169,Female,0,No,Yes,63,DSL,No,One year,No,Credit card (automatic),49.44,2871.3,No
CUST-01170,Female,0,No,No,19,Fiber optic,Yes,Month-to-month,No,Mailed check,71.16,1329.58,No
CUST-01171,Female,1,Yes,Yes,46,Fiber optic,No,Two year,Yes,Electronic check,68.82,3042.01,No
CUST-01172,Female,0,No,No,9,Fiber optic,No,One year,Yes,Credit card (automatic),70.82,653.46,No
CUST-01173,Male,0,No,No,32,Fiber optic,No,Month-to-month,Yes,Electronic check,76.54,2531.21,Yes
CUST-01174,Male,0,No,Yes,68,No,No internet service,One year,Yes,Credit card (automatic),30.4,2041.09,No
CUST-01175,Male,0,Yes,Yes,46,DSL,Yes,Two year,No,Electronic check,36.1,1552.6,No
CUST-01176,Male,0,Yes,No,21,No,No internet service,Month-to-month,Yes,Mailed check,24.56,543.84,No
CUST-01177,Male,0,Yes,No,54,DSL,No,One year,Yes,Credit card (automatic),44.59,2701.1,No
CUST-01178,Male,0,Yes,Yes,36,DSL,Yes,Month-to-month,Yes,Bank transfer (automatic),54.65,1706.72,No
CUST-01179,Male,0,Yes,No,17,Fiber optic,Yes,Two year,No,Bank transfer (automatic),76.89,1335.07,Yes
CUST-01180,Male,0,Yes,No,72,DSL,No,One year,Yes,Electronic check,36.84,2587.23,No
CUST-01181,Female,0,Yes,Yes,68,Fiber optic,No,Two year,Yes,Electronic check,72.67,4890.43,Yes
CUST-01182,Female,0,Yes,No,41,No,No internet service,One year,No,Electronic check,18.51,746.35,Yes
CUST-01183,Female,0,Yes,No,2,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic),70.67,100.05,Yes
CUST-01184,Male,1,No,Yes,30,Fiber optic,Yes,Month-to-month,No,Mailed check,85.31,2631.52,Yes
CUST-01185,Male,0,No,No,37,No,No internet service,Two year,No,Electronic check,18.0,636.99,No
CUST-01186,Male,0,Yes,Yes,67,Fiber optic,Yes,Month-to-month,Yes,Mailed check,78.09,4972.6,No
CUST-01187,Male,0,No,Yes,53,DSL,Yes,Month-to-month,Yes,Credit card (automatic),39.51,2247.59,No
CUST-01188,Female,0,Yes,Yes,16,No,No internet service,One year,Yes,Credit card (automatic),23.76,515.67,No
CUST-01189,Female,0,No,No,37,DSL,Yes,Month-to-month,Yes,Mailed check,47.83,1696.9,Yes
CUST-01190,Male,0,No,No,13,DSL,No,Month-to-month,No,Credit card (automatic),32.06,422.75,No
CUST-01191,Male,1,No,No,34,DSL,No,Month-to-month,Yes,Mailed check,37.25,1412.61,Yes
